Generator,Real time (s),Real time variance,User time (s),User time variance,Difference (Real - User time),Energy consumption (J/min),Energy consumption during real time (J)
mrg32k3aO2,31.46596666666667,0.49491024022988495,31.462766666666667,0.4947381160919544,0.0032000000000032003,2750.7950000000005,1442.6070629472226
mrg32k3aO3,19.965866666666674,0.2272254988505746,19.964000000000002,0.2270607586206895,0.0018666666666717902,3000.865,998.5811745777781
mrg32k3aR,43.1265,0.20636770689655226,43.12336666666667,0.206296791954023,0.003133333333330768,2783.585,2000.7713083750002
mt19937arO2,4.503133333333334,0.21657274022988496,4.501466666666667,0.21569949885057468,0.0016666666666669272,3179.1649999999995,238.60339806111114
mt19937arO3,4.197433333333333,0.15405777126436782,4.195966666666667,0.15353389540229886,0.001466666666665617,3226.824999999999,225.7397135972221
mt19937arR,7.4846,0.23828914482758615,7.482766666666666,0.237718116091954,0.0018333333333346857,3186.49,397.49338423333336
numpyMt_numpyMtRandomGenerationAtOnce,13.082566666666668,18.089264460919544,7.268966666666667,0.09162589540229887,5.813600000000002,4358.065,950.2445983361112
numpyMt_numpyMtRandomGenerationOneByOne,319.89383333333325,26.484203660919537,320.8309,26.49299429999996,-0.9370666666667375,37375.55172413793,199270.1418997126
numpyPhilox_numpyPhiloxRandomGenerationAtOnce,13.255833333333332,3.4810100057471263,12.000133333333336,0.0920814988505747,1.2556999999999956,5033.005,1111.9445907638888
numpyPhilox_numpyPhiloxRandomGenerationOneByOne,323.06210000000004,24.89505278275862,323.9827333333333,24.71960661609191,-0.9206333333332282,37590.444827586194,202400.8007655689
numpyR_numpyRandomGenerationAtOnce,5.773,8.520403655172414,5.754666666666666,8.441070505747126,0.018333333333333535,5906.645,568.3176930833333
numpyR_numpyRandomGenerationOneByOne,330.97513333333336,162.89779818850576,331.8779333333333,162.6530534436781,-0.9027999999999565,5935.288965517241,32740.55094556552
numpyTaskset_numpyTasksetRandomGenerationAtOnce,4.354899999999999,0.008284920689655164,3.562033333333334,0.01548003333333333,0.792866666666665,4550.28,330.2669061999999
pcg64O2,11.073166666666669,0.19433441954022995,11.071966666666667,0.19419824022988502,0.0012000000000025324,3925.1749999999993,724.4019495138889
pcg64O3,10.9984,0.22081838620689676,10.996300000000003,0.2202073896551725,0.002099999999996882,3882.5499999999997,711.6972986666666
pcg64R,13.180333333333333,0.12721698850574706,13.179233333333334,0.12687735747126433,0.0010999999999992127,4473.06724137931,982.6086210632183
pythonR_pythonRandomGenerationAtOnce,75.4612,90.25866609655172,48.47893333333333,12.18376565057471,26.982266666666675,6521.71,8202.267710866668
pythonR_pythonRandomGenerationOneByOne,36.86926666666667,3.180715719540231,36.8575,3.182281913793104,0.011766666666666481,3865.7082758620686,2375.4304879716474
pythonTaskset_pythonTasksetRandomGenerationAtOnce,69.5241,2.023144575862068,43.88626666666667,0.41396227126436735,25.637833333333333,3994.8950000000004,4629.024657825001
pytorchR_pytorchRandomGenerationAtOnce,6.9013,0.16385980344827578,7.010666666666667,0.09930485057471261,-0.10936666666666728,7141.5,821.4272325
pytorchR_pytorchRandomGenerationOneByOne,2388.4092333333333,385.8636750126419,2388.8528666666666,388.14882956781724,-0.44363333333330957,5630.9,224148.22586627776
pytorchTaskset_pytorchTasksetRandomGenerationAtOnce,6.020233333333334,0.056457771264367844,5.3053,0.02500014827586207,0.7149333333333345,4348.024137931035,436.26866415517253
tensorflowR_tensorflowRandomGenerationAtOnce,3.3758,0.06826740689655171,32.3289,1.463164851724137,-28.9531,5131.120000000001,288.69391493333336
tensorflowTaskset_tensorflowTasksetRandomGenerationAtOnce,8.180733333333333,0.02550523678160922,6.674499999999998,0.01418743103448277,1.5062333333333342,4762.630000000001,649.3634332555557
well19937O2a,4.974933333333334,0.1644335126436781,4.9732666666666665,0.16416151264367818,0.0016666666666678154,2979.4150000000004,247.03984995555564
well19937O3a,4.963066666666665,0.10090089195402302,4.9612,0.10049961379310347,0.001866666666665573,2991.035,247.41176845555546
well19937aR,13.082866666666668,0.00039618850574712724,13.080633333333333,0.00042961954022987576,0.0022333333333346417,3040.6600000000003,663.0091559777778
